iterationNum,error,c_params
10,0.07962139904102078,0.9192758193202106 1.0073245732647513 0.9079550742129122 1.006482701605589 1.0185660447172888 0.9951573899013515 0.9364920883147282 0.8 0.8 0.9192885394843751 1.0072598510757207 0.9080150788590795 1.006415522270862 1.018606729643371 0.9951421065708215 0.9364540467223819 0.8 0.8
11,0.042863850388993055,0.9671161417907581 0.9826770366084162 0.9550283752026258 0.9829638792639996 0.9946940332275697 0.9708763499636424 0.984896476646459 0.8 0.8 0.9671286106686827 0.9826217328865241 0.9550982015153526 0.9828931026970251 0.9947246623538124 0.9708537496345758 0.9848662229386481 0.8 0.8
12,0.07442156677169909,0.9252609756672919 1.0144534669616057 0.9208869761649943 1.0185086268385666 1.0187514540042728 1.014130809759621 0.9435946765662152 0.8 0.8 0.9252853153889485 1.014389341693572 0.9209617729254779 1.018436315484302 1.0187906016863695 1.0141101512037065 0.9435630607953656 0.8 0.8
13,0.034788125822381055,0.9720200933949804 0.9900583572372902 0.9659677839996224 0.9933798952367772 0.9960244447664166 0.9873364747402037 0.990010398602907 0.8 0.8 0.972034436411943 0.9899944636352366 0.9660549702997464 0.9933089842931774 0.9960582605319155 0.9873130622447182 0.9899799726684027 0.8 0.8
14,0.05836049428246628,0.9380899852090671 1.0201512057786868 0.9290086516890376 1.0232900506508344 1.029142480711476 1.0142108830010155 0.9520859915963132 0.8 0.8 0.9381120926273574 1.0200663171497053 0.9290858934349251 1.0232178937132188 1.0291892657172055 1.0141895122611468 0.9520428599246563 0.8 0.8
15,0.0298563159213588,0.9798636999967696 0.9969332107647422 0.9698938345622508 1.0000791600559389 1.0068139628162744 0.9901173783678747 0.993418216495134 0.8 0.8 0.9798810781465132 0.9968506156439029 0.96998077739083 1.0000056949848688 1.0068518511749303 0.990089556488022 0.9933808842152205 0.8 0.8
16,0.04896754425665972,0.9449066577182831 1.0235179709632516 0.9373813082450989 1.0282543371939548 1.030949962357425 1.020725374586032 0.9584130978105383 0.8 0.8 0.9449315599842109 1.0234239700820726 0.9374575130697028 1.028178345396798 1.030996632033647 1.02070198522331 0.9583691937506699 0.8 0.8
17,0.026171706722088118,0.9835984859513914 1.0016367732157754 0.9748358322283814 1.0059175398298077 1.010308884735887 0.9971703872117572 0.9961355396131362 0.8 0.8 0.9836206586413292 1.0015510651250827 0.9749216984618322 1.005845153467863 1.0103425406735393 0.9971362744435907 0.9960992348159491 0.8 0.8
18,0.04157430693714826,0.9515791938205547 1.026433430616914 0.9428967887382669 1.0314130424652066 1.035024858185824 1.0227323288919647 0.963427262762143 0.8 0.8 0.9516093125608749 1.0263332406789794 0.9429753116830314 1.0313367465655783 1.035073937683521 1.0227020045475674 0.9633869969354435 0.8 0.8
19,0.02341789036570992,0.9872381241529703 1.005615616486848 0.9776317033228609 1.0102376357615643 1.0151352329471626 1.0006383665288614 0.9980820586367285 0.8 0.8 0.9872662349514575 1.0055206880751921 0.9777189177242507 1.01015723814465 1.0151738388339937 1.0006064703691333 0.9980457807684805 0.8 0.8
