iterationNum,error,c_params
29,0.001095067218876041,-0.037252526895251444 0.94131308769967 0.04111558678406264 1.0078663479164218 0.5894139844579721 1.3349305852027695 0.9876850727291561 1.069 1.0237 0.9744758553156821 0.4803058749334096 0.5708533586995777 0.8648379811625844 1.157163295979262 -0.11649962726757795 1.372825493554194 1.1471 1.0516
30,0.0010615787196898195,-0.03680295810559288 0.9413822249045604 0.04056876221276948 1.007951531715948 0.5905385185480734 1.3345492442935607 0.9883836628241431 1.069 1.0237 0.9743510680174867 0.480434897224555 0.5706974785886012 0.8647005203646962 1.1572644821364533 -0.11719954717685918 1.372178150538825 1.1471 1.0516
31,0.0010302726288114374,-0.036378260150663526 0.9414526827545788 0.04004641909812582 1.008037931280141 0.591628323964806 1.334185906179786 0.9890622211154169 1.069 1.0237 0.9742286710415167 0.480563215085974 0.570541916068046 0.8645598092105067 1.1573551310191756 -0.11787472380046166 1.3715471067138472 1.1471 1.0516
32,0.0010009756489317517,-0.035979111409828096 0.9415242886384967 0.03954562662403593 1.0081243831143114 0.5926850227456703 1.333841115341513 0.9897227926460206 1.069 1.0237 0.9741093471364031 0.4806938063539623 0.5703865723272017 0.8644161405692081 1.1574373342099191 -0.11852635875412178 1.370933004451186 1.1471 1.0516
33,0.0009735451795311637,-0.03559918859248337 0.941598857457265 0.03906839402039172 1.0082128425612742 0.5937089262375936 1.3335130848806653 0.9903644733461823 1.069 1.0237 0.973992712620625 0.48082259056198345 0.5702300684244065 0.8642695337975682 1.157513017587606 -0.11915451461038035 1.3703344104795168 1.1471 1.0516
34,0.0009478380052493063,-0.03524202059746808 0.9416702528505061 0.03861173321895228 1.0082976523501126 0.5947025194869097 1.3332029014722204 0.9909882524394578 1.069 1.0237 0.9738797335427102 0.4809528921196098 0.5700734979625055 0.8641211694358062 1.1575753206689359 -0.11976457260957969 1.369752862646078 1.1471 1.0516
35,0.0009237109846273547,-0.03490434215532683 0.9417408334581734 0.038177068686727475 1.0083857140896615 0.5956660008978191 1.3329078529130496 0.9915968171617593 1.069 1.0237 0.9737680477009716 0.481082719724351 0.5699172777823267 0.8639707213649424 1.157631247120943 -0.12035410699052933 1.3691850651555058 1.1471 1.0516
36,0.0009010489886526755,-0.03458689975863064 0.941808436966989 0.03775849362947282 1.008470312373551 0.5966018544086205 1.3326293435324443 0.9921868974632181 1.069 1.0237 0.9736586574922349 0.48121292257996 0.5697617994967261 0.8638182196996687 1.157677832621303 -0.12092716553232258 1.3686323732020798 1.1471 1.0516
37,0.0008797457224966647,-0.03428553203032564 0.9418767337008764 0.03735999571885751 1.0085559266362278 0.5975106227004043 1.332364629804197 0.9927624352744416 1.069 1.0237 0.9735523932099477 0.4813437462698457 0.5696059473805731 0.8636637694926714 1.157717077308116 -0.12147943689908065 1.3680927718121676 1.1471 1.0516
38,0.000859693381219444,-0.034000622953156624 0.9419462638077687 0.036978134839423624 1.008642971945132 0.5983928020705827 1.3321145420227873 0.9933234475810511 1.069 1.0237 0.9734478808772389 0.4814741159541834 0.5694509824707726 0.8635075950339309 1.1577515135461949 -0.12201519653356939 1.3675665690358019 1.1471 1.0516
39,0.000840808334547921,-0.033732683513935637 0.9420123326382234 0.03661298455682812 1.0087270325914692 0.599249443330516 1.3318788307377663 0.9938692480809648 1.069 1.0237 0.973345254033911 0.48160531429975334 0.5692960697066272 0.8633505460644597 1.1577775329734312 -0.12253699391340218 1.3670525401987568 1.1471 1.0516
40,0.0008230120034882089,-0.033479210724496576 0.942079317940158 0.03626479689211353 1.0088125906102665 0.6000832944155893 1.3316552125147563 0.9944009407738655 1.069 1.0237 0.9732450159985544 0.48173580744773087 0.5691419412864621 0.8631928772082729 1.1577969281086407 -0.12304058170861 1.3665515331345508 1.1471 1.0516
41,0.0008062314292642734,-0.03324103924351767 0.9421451471863607 0.035931290086750736 1.0088966231545007 0.6008926623729666 1.3314444212445398 0.9949173903562731 1.069 1.0237 0.9731460397735157 0.48186654266822654 0.5689876060011463 0.8630334342533922 1.1578108541688257 -0.12353159158063567 1.3660631115497484 1.1471 1.0516
42,0.000790378266439701,-0.0330180685686775 0.9422095820351802 0.0356109258551376 1.0089808205591528 0.601680961234925 1.3312459322060517 0.9954218741655223 1.069 1.0237 0.9730484366758014 0.4819967575816842 0.568833057102187 0.8628729431654051 1.1578202920130822 -0.12400646291601426 1.3655863607558687 1.1471 1.0516
43,0.0007753998455474076,-0.03280671018262632 0.94227458848297 0.03530542415203873 1.0090634126632763 0.6024469862947691 1.3310592316011851 0.9959140659379703 1.069 1.0237 0.9729523437731797 0.4821275222521776 0.5686812441493138 0.8627119665717374 1.157822556520408 -0.1244686118214821 1.3651209758574854 1.1471 1.0516
44,0.0007612278076435814,-0.032608905718502654 0.9423386327135455 0.035014851357894866 1.0091468435768107 0.6031923562125078 1.330883763118553 0.9963926241599086 1.069 1.0237 0.9728575002529013 0.48225702520277525 0.5685288921155496 0.8625499263193326 1.1578199567065421 -0.12492055531647597 1.3646657283483403 1.1471 1.0516
45,0.0007478176796119596,-0.032422044820140106 0.9424022718513956 0.034736611320946985 1.0092301320977413 0.6039182793393943 1.3307192219077675 0.9968601454555498 1.069 1.0237 0.9727644423691796 0.48238708090148835 0.5683770268747246 0.8623880144451839 1.1578126688901293 -0.12535689528231475 1.364221539288187 1.1471 1.0516
46,0.000735105494986941,-0.032248072741206696 0.9424645937089766 0.034469583905940994 1.0093106409942274 0.6046239765083049 1.3305649710053227 0.9973162274708216 1.069 1.0237 0.9726720296380187 0.4825191019912839 0.5682267538576516 0.8622253543531168 1.1578002191188101 -0.12578435175646996 1.363787315327654 1.1471 1.0516
47,0.0007230538078773621,-0.0320827262712539 0.942527638595348 0.034215887830513006 1.0093922523096448 0.6053128247584091 1.330420586542098 0.9977618226982057 1.069 1.0237 0.9725806830690101 0.4826497418115499 0.5680764706982556 0.8620636786571099 1.1577842137973173 -0.12619690495721408 1.363363185089035 1.1471 1.0516
48,0.0007116124636622482,-0.03192786533553133 0.9425882487982519 0.03397154556967475 1.0094747171525713 0.6059818738549783 1.3302857260342613 0.9981964474022207 1.069 1.0237 0.9724908686934678 0.48278179005839406 0.5679286591981866 0.861901307431475 1.1577639629330414 -0.12660223076362465 1.3629486929541124 1.1471 1.0516
49,0.0007007469048240374,-0.03178350639094648 0.942646940454214 0.03373592314332052 1.0095537095012899 0.6066354064958788 1.3301607588419733 0.9986198867811472 1.069 1.0237 0.9724016726372984 0.4829130093966544 0.5677814559423215 0.861739538722557 1.1577401719487952 -0.12699521507619135 1.3625432283947012 1.1471 1.0516
50,0.0006904201584895024,-0.031647570163028285 0.9427051756010107 0.03351114113566109 1.0096322291329216 0.6072713748188069 1.330044631020294 0.9990328817852141 1.069 1.0237 0.9723134445406826 0.48304464937440605 0.5676350641460812 0.8615774668225082 1.1577125013389014 -0.1273796521642601 1.3621467634607503 1.1471 1.0516
51,0.000680592487877671,-0.03152112866731272 0.942767084161771 0.03329786359680854 1.0097121734412262 0.6078918731974021 1.3299363295405457 0.9994376417198435 1.069 1.0237 0.9722255965269866 0.4831748413146128 0.5674885190037172 0.8614155823340617 1.1576795717899935 -0.1277519670376742 1.3617581493074196 1.1471 1.0516
52,0.0006712319783565745,-0.03140115899480087 0.9428254387140825 0.033093099388200285 1.0097906678801156 0.6084959786542187 1.3298374681621468 0.9998319276852881 1.069 1.0237 0.9721386730754351 0.4833066549086883 0.5673436273028315 0.8612531329573608 1.1576460911948068 -0.12811821285842043 1.3613776872767136 1.1471 1.0516
53,0.0006623299955071255,-0.03129022941493925 0.9428842590927102 0.03289673843775243 1.009869042545022 0.609086296350416 1.3297459618126697 1.000216774037399 1.069 1.0237 0.9720532181713791 0.48343792177176054 0.5672005697217495 0.8610927139032756 1.1576078710212843 -0.12847210893199792 1.3610070687050457 1.1471 1.0516
54,0.0006538345065227354,-0.031186022578985458 0.9429395364582357 0.03270941563211633 1.0099453824090152 0.6096604149804118 1.3296620568848994 1.0005928215365902 1.069 1.0237 0.9719674055066028 0.48356915237844267 0.5670583553501176 0.8609307668430024 1.157567300592539 -0.12882083509412418 1.3606428835038047 1.1471 1.0516
55,0.0006457186155288064,-0.03108917251919614 0.9429965014251149 0.03253132302938654 1.010023003726921 0.6102224188911217 1.3295851432824504 1.0009618645680372 1.069 1.0237 0.9718812220342244 0.4837000479674522 0.5669163407852164 0.8607695427283422 1.157524310591695 -0.12915904033355874 1.3602863892765524 1.1471 1.0516
56,0.0006379822184134626,-0.030999643388733178 0.9430501191843275 0.03235766803685885 1.010097408496092 0.6107699605353162 1.329515126968676 1.0013201282021102 1.069 1.0237 0.971796526243697 0.4838317119171642 0.5667769065442768 0.8606095476502266 1.1574771695620893 -0.12948990109866385 1.3599375077821183 1.1471 1.0516
57,0.0006305926108461478,-0.030916229189064993 0.9431041544821953 0.032194097873568035 1.0101731623936936 0.6113045561566934 1.329451571175169 1.0016709933914152 1.069 1.0237 0.9717117417863886 0.4839627769642684 0.5666382370162015 0.8604498829191627 1.1574289942412122 -0.1298118616018019 1.359595703128055 1.1471 1.0516
58,0.0006235272945353666,-0.03083909652166591 0.9431564247394085 0.03203748871679122 1.0102462354788384 0.6118269698814878 1.3293946294570143 1.0020135783021487 1.069 1.0237 0.9716282997603624 0.4840946764712397 0.5665014542706996 0.8602905557457556 1.1573784990935834 -0.13012692861286015 1.3592610380520247 1.1471 1.0516
59,0.0006167690717819846,-0.03076772189668992 0.9432082638291706 0.0318870261528519 1.01031934165723 0.6123373102308333 1.3293447497085766 1.0023487615788294 1.069 1.0237 0.971545887350676 0.48422681817041796 0.5663667072741873 0.8601334913780223 1.1573244829813223 -0.130435490514094 1.35893421703297 1.1471 1.0516
60,0.0006102982190125385,-0.03070279111504349 0.9432587664364602 0.03174232870869274 1.010392799047849 0.6128348470177106 1.329299381441291 1.002677136016231 1.069 1.0237 0.9714626137114107 0.4843576906205482 0.5662322304463993 0.8599750886908135 1.1572719584132882 -0.13073577457709504 1.3586127626887068 1.1471 1.0516
61,0.0006040932666608941,-0.030643219978729406 0.9433076408061617 0.03160327040137844 1.0104639756013898 0.6133211615095061 1.3292599826495846 1.002998046948367 1.069 1.0237 0.9713785210339035 0.48448808267822235 0.5660990248483608 0.8598178465846767 1.1572150715872247 -0.1310309840208653 1.3582974727152015 1.1471 1.0516
62,0.0005981539298209988,-0.030587003712679035 0.9433574453739507 0.03147167541648847 1.010536101801667 0.6137964909069059 1.329225739986174 1.0033123886395001 1.069 1.0237 0.971296218939265 0.48461948911371855 0.5659685799723769 0.8596614844562189 1.1571556363587434 -0.13131692819375104 1.3579892328026755 1.1471 1.0516
63,0.0005924580682038498,-0.030535532959514264 0.9434061014346248 0.03134527003714553 1.0106067267269596 0.6142609633138179 1.3291974959240807 1.0036186595101997 1.069 1.0237 0.9712137340468237 0.48475046940733585 0.5658395714265696 0.85950631264888 1.1570957070830417 -0.13159702573788962 1.3576857809606435 1.1471 1.0516
64,0.0005869886862424252,-0.030488796703509773 0.9434550764243991 0.03122567345932043 1.0106770553563014 0.6147141886116373 1.3291743409017291 1.0039189634029093 1.069 1.0237 0.9711320850674608 0.4848810276153227 0.5657121197694078 0.8593507820969711 1.1570342820560586 -0.13187269298219936 1.357388165820347 1.1471 1.0516
65,0.0005817325276068613,-0.030447838738481517 0.9435014748321943 0.03110912698782406 1.0107458422522186 0.6151579661660089 1.3291558313595122 1.0042133167198555 1.069 1.0237 0.9710507213913967 0.48501277843675666 0.565586370758658 0.859197197007073 1.1569701743282628 -0.13214237147632546 1.3570967096912192 1.1471 1.0516
66,0.0005766809114647491,-0.030409041247281044 0.9435478972337604 0.030997901073724535 1.0108147737853201 0.6155920230205206 1.3291415097867552 1.0045016955482196 1.069 1.0237 0.9709689513442684 0.4851432590908108 0.5654617507821602 0.8590430743564226 1.1569057148619173 -0.13240541002519088 1.3568108396564402 1.1471 1.0516
67,0.000571828935634892,-0.03037364524572714 0.9435945668915394 0.030892915547493762 1.0108833572261078 0.6160161476251818 1.329132256737131 1.0047833940928883 1.069 1.0237 0.97088786228277 0.4852735347359338 0.5653397376710851 0.8588897462993906 1.1568394181766637 -0.13266216653406815 1.3565295054855904 1.1471 1.0516
68,0.0005671540911557905,-0.0303438500778339 0.9436385340387072 0.030790324260317716 1.0109509937197965 0.6164314961331612 1.329127370588991 1.0050592375823353 1.069 1.0237 0.9708066732934053 0.48540421915542553 0.5652182761832687 0.8587378804099143 1.1567711888802426 -0.1329156949477346 1.3562543004002017 1.1471 1.0516
69,0.0005626615429133584,-0.030316438908239006 0.9436827067136697 0.030691731448444916 1.011016884051018 0.6168376027219353 1.3291259558976158 1.0053297050528542 1.069 1.0237 0.9707259491764081 0.48553421643513955 0.565098656993772 0.8585868253670673 1.1567043159398425 -0.13316138854058976 1.3559835395570994 1.1471 1.0516
70,0.0005583370931075373,-0.030292291277061078 0.9437261311657223 0.03060025458152999 1.0110840016597213 0.6172348253983654 1.3291289366529504 1.005594605128722 1.069 1.0237 0.9706457497096854 0.48566463888017736 0.5649810269723567 0.8584367239177559 1.156635983693601 -0.13340180171541433 1.3557176179285677 1.1471 1.0516
71,0.0005541626148945804,-0.03026950969941085 0.9437696004422815 0.030513342455566722 1.0111513637710472 0.6176236837510363 1.3291359366187936 1.0058544242248113 1.069 1.0237 0.9705635274956279 0.4857943084568287 0.5648641233630173 0.8582865331961154 1.156567689406724 -0.13363791941405392 1.3554560162164402 1.1471 1.0516
72,0.0005501386821424415,-0.03025061162937491 0.943812631368282 0.030428426629278554 1.0112163300005785 0.6180041504762933 1.3291459011936626 1.0061092171401367 1.069 1.0237 0.9704820592702886 0.48592484358387317 0.5647502031848258 0.8581379284803599 1.1564956787061023 -0.1338692994720437 1.3551996267732165 1.1471 1.0516
73,0.0005462588386656891,-0.030233692668856893 0.9438541154525918 0.030346953658599476 1.0112798965161567 0.618375899159253 1.3291592763839049 1.0063576298231984 1.069 1.0237 0.9704011377411963 0.48605399189098697 0.5646363217826618 0.8579903684173049 1.1564222362066399 -0.13409811409371047 1.3549478102204437 1.1471 1.0516
74,0.0005425191178939747,-0.030222067828885462 0.9438946832777677 0.030268210783075754 1.0113426303047386 0.6187412978005798 1.3291764800533026 1.006600535252807 1.069 1.0237 0.9703209513585864 0.4861841712299465 0.5645255663488272 0.8578440878434893 1.156348495660572 -0.13431911666343496 1.354700411253117 1.1471 1.0516
75,0.0005389070725628321,-0.030212163527452953 0.9439335623137032 0.030193712262642752 1.011405243497954 0.6190978146967344 1.3291967357044185 1.0068408384896992 1.069 1.0237 0.9702406448279959 0.48631415394536615 0.5644165552062551 0.8576987517769458 1.156275747947334 -0.13453673526413173 1.3544572280658784 1.1471 1.0516
76,0.0005354201239638079,-0.03020350459590233 0.9439717862985552 0.03012195322835497 1.0114663535577968 0.6194470966171418 1.3292191799210384 1.007075547426474 1.069 1.0237 0.9701611156268062 0.4864445567631052 0.564309587613014 0.857554125634823 1.1562021900411619 -0.1347501438241773 1.3542185398760933 1.1471 1.0516
77,0.0005320509231390734,-0.030198510985755603 0.9440108280213358 0.030052868432770895 1.0115279413405105 0.6197899555947184 1.3292452701822108 1.0073050243277228 1.069 1.0237 0.9700810167722859 0.48657519837724245 0.5642046546055963 0.8574103598585903 1.1561285037310076 -0.13495722003369107 1.3539836489535897 1.1471 1.0516
78,0.0005287961578010165,-0.030194061205246526 0.9440493575975647 0.029989189424039046 1.0115897634535205 0.6201250352367663 1.3292744238418341 1.007530306264359 1.069 1.0237 0.9700011298897054 0.4867054878975908 0.5641006780656419 0.8572683607202002 1.156055243008263 -0.13516210387451433 1.3537537258459602 1.1471 1.0516
79,0.0005256414755638513,-0.030192111849784375 0.9440863224301896 0.029926670596510965 1.011650580150816 0.6204536190854658 1.3293061865950144 1.0077509129372872 1.069 1.0237 0.9699203405895546 0.4868344868901127 0.5639973014077586 0.85712653128825 1.1559809177603633 -0.1353629018595718 1.3535259030563074 1.1471 1.0516
80,0.0005225941620151943,-0.030192244760735343 0.9441210548819486 0.02986604156018547 1.011708682247588 0.6207757050860345 1.329339782215955 1.007966932841884 1.069 1.0237 0.9698396267243599 0.4869638292623712 0.5638969118469573 0.856986565964713 1.155905115326632 -0.13555874859966202 1.3533020058806342 1.1471 1.0516
81,0.0005196400276994576,-0.030192956586874604 0.9441567686704562 0.029809833117463703 1.0117672776040716 0.6210911596324123 1.3293761374234792 1.008180347194957 1.069 1.0237 0.9697604015283308 0.4870947184593672 0.56379926734577 0.85684726867559 1.1558285881103327 -0.13575191966181036 1.3530825623247136 1.1471 1.0516
82,0.0005167807473402872,-0.03019673378734086 0.944191929438509 0.029754643214337642 1.011825011118837 0.6213998651824263 1.3294144286254066 1.0083880779855168 1.069 1.0237 0.969680339472452 0.4872230489898041 0.5637020718832452 0.8567078293871268 1.1557522620930323 -0.13594110517533625 1.3528652809702595 1.1471 1.0516
83,0.0005140078590749451,-0.030202652343605474 0.9442247099944027 0.029700934756795968 1.0118820537046807 0.6217040556088851 1.3294553913913754 1.008592065878609 1.069 1.0237 0.9696000983777526 0.48735173029383266 0.5636068401662923 0.8565700866722746 1.1556766198691057 -0.13612662466849412 1.3526521385571648 1.1471 1.0516
84,0.000511322488290659,-0.03020878380846859 0.9442586533390449 0.02965020229656216 1.0119393626551783 0.6220017393460275 1.329498044704475 1.0087929595689593 1.069 1.0237 0.9695208316853606 0.4874811987309668 0.5635142402269652 0.856433495859827 1.155599615334822 -0.136307590385896 1.3524428806166997 1.1471 1.0516
85,0.0005087186137429595,-0.030215482399824512 0.9442907771918607 0.029603168608786996 1.0119964268612462 0.6222926180209174 1.3295425294207674 1.0089896827489457 1.069 1.0237 0.9694405692800668 0.48760988786784654 0.5634210575913087 0.8562967976169024 1.1555239431390183 -0.13648485474860172 1.3522355307167717 1.1471 1.0516
86,0.0005061929388231603,-0.030224941520654348 0.944322323472154 0.02955639286593527 1.0120522617552157 0.622578805731913 1.329589556663493 1.009182775108649 1.069 1.0237 0.9693603352832186 0.487738599570839 0.563330302261484 0.8561620025668409 1.1554476346600036 -0.13665832777465675 1.3520322890054413 1.1471 1.0516
87,0.0005037408601892293,-0.0302342737405162 0.9443540643768131 0.029512385311705764 1.0121077007597226 0.6228596012921398 1.3296390678401135 1.0093735956561327 1.069 1.0237 0.9692821465248205 0.4878680599474114 0.563242509196715 0.8560284722585283 1.1553707028889932 -0.13682947038607493 1.3518331352527169 1.1471 1.0516
88,0.0005013575884149947,-0.030244599490690364 0.9443849874519461 0.029470379552642034 1.0121624013260184 0.6231344138525432 1.3296897166531247 1.0095603096242427 1.069 1.0237 0.9692020756870873 0.4879967749768299 0.5631554297975893 0.8558944916590367 1.1552938709054847 -0.13699730149992964 1.3516354460862317 1.1471 1.0516
